Region,Country,Year,Ice Cream Value,Ice Cream Volume,Ice Cream Price
Asia Pacific,Azerbaijan,2000,0.0,13334.5537,0.0
Asia Pacific,Azerbaijan,2001,0.0,13798.548439999999,0.0
Asia Pacific,Azerbaijan,2002,0.0,14340.58168,0.0
Asia Pacific,Azerbaijan,2003,0.0,15006.16547,0.0
Asia Pacific,Azerbaijan,2004,0.0,16047.48967,0.0
Asia Pacific,Azerbaijan,2005,0.0,16893.2647,0.0
Asia Pacific,Azerbaijan,2006,0.0,17893.93205,0.0
Asia Pacific,Azerbaijan,2007,0.0,19478.77606,0.0
Asia Pacific,Azerbaijan,2008,0.0,20241.60428,0.0
Asia Pacific,Azerbaijan,2009,0.0,20779.35481,0.0
Asia Pacific,Azerbaijan,2010,0.0,21016.28937,0.0
Asia Pacific,Azerbaijan,2011,29181076.150000002,21442.71897,1360.8850720296502
Asia Pacific,Azerbaijan,2012,32206746.099999998,22242.69925,1447.9693196409153
Asia Pacific,Azerbaijan,2013,34311205.940000005,23292.05671,1473.0861412195147
Asia Pacific,Azerbaijan,2014,35390099.82,24805.161129999997,1426.7232385440266
Asia Pacific,Azerbaijan,2015,35519470.31,25817.41804,1375.7948318057292
Asia Pacific,Azerbaijan,2016,36000471.57,26756.104959999997,1345.5049463971009
Asia Pacific,Azerbaijan,2017,36868675.839999996,27743.52303,1328.911104769667
Asia Pacific,Azerbaijan,2018,38055278.07,28852.8046,1318.9455443787258
Asia Pacific,Azerbaijan,2019,39503664.93,30145.00512,1310.454742759055
Asia Pacific,China,2000,326399348.70000005,1156620.747,282.20084201896134
Asia Pacific,China,2001,349722040.1,1250799.561,279.5987870513811
Asia Pacific,China,2002,378166837.0,1349642.697,280.19774258816295
Asia Pacific,China,2003,397826304.90000004,1456487.2270000002,273.14095003731876
Asia Pacific,China,2004,420346626.2,1611014.509,260.9204472409875
Asia Pacific,China,2005,447216532.2,1754241.075,254.9344776914427
Asia Pacific,China,2006,478186869.5,1917505.841,249.3796155794865
Asia Pacific,China,2007,499779349.5,2034154.399,245.69391081900858
Asia Pacific,China,2008,513023148.29999995,2136728.7150000003,240.09746520395308
Asia Pacific,China,2009,508867036.7,2105541.702,241.67986614401426
Asia Pacific,China,2010,526092090.90000004,2202080.369,238.90685294965274
Asia Pacific,China,2011,547798168.0,2307703.4749999996,237.3780574213505
Asia Pacific,China,2012,549783350.1,2246740.213,244.70267942811776
Asia Pacific,China,2013,561709584.5,2269596.406,247.49315914276258
Asia Pacific,China,2014,586705683.2,2326098.048,252.22740877344137
Asia Pacific,China,2015,607345181.4,2376110.1829999997,255.60480559583547
Asia Pacific,China,2016,627425318.1,2420433.17,259.220261016337
Asia Pacific,China,2017,649548356.6,2468486.8740000003,263.136240845168
Asia Pacific,China,2018,672789839.1,2516706.2449999996,267.32950674583003
Asia Pacific,China,2019,694924230.7,2555051.125,271.9805580015547
Asia Pacific,"Hong Kong, China",2000,10938219.82,6954.413826999999,1572.8456908234548
Asia Pacific,"Hong Kong, China",2001,10951547.05,6896.404121,1588.0083095263844
Asia Pacific,"Hong Kong, China",2002,11419873.08,6931.408280000001,1647.5545255285408
Asia Pacific,"Hong Kong, China",2003,12128079.549999999,7124.449916,1702.3180305840751
Asia Pacific,"Hong Kong, China",2004,12662763.91,7382.796034,1715.1718470460455
Asia Pacific,"Hong Kong, China",2005,12991303.120000001,7619.667045,1704.9699210315036
Asia Pacific,"Hong Kong, China",2006,13271216.759999998,7891.634412,1681.6816475709795
Asia Pacific,"Hong Kong, China",2007,13752838.58,8230.859488,1670.8872992001197
Asia Pacific,"Hong Kong, China",2008,14034439.23,8390.082306,1672.7415439016077
Asia Pacific,"Hong Kong, China",2009,13111173.700000001,8275.108033,1584.41118203103
Asia Pacific,"Hong Kong, China",2010,13213371.200000001,8386.738763000001,1575.5076643490772
Asia Pacific,"Hong Kong, China",2011,12949436.33,8527.428314,1518.5629070302612
Asia Pacific,"Hong Kong, China",2012,12887182.97,8724.715382999999,1477.0892120000292
Asia Pacific,"Hong Kong, China",2013,12897689.58,8894.910897000002,1450.007732438334
Asia Pacific,"Hong Kong, China",2014,13145734.43,9030.800506,1455.6555004471716
Asia Pacific,"Hong Kong, China",2015,13326549.05,9129.2457,1459.764529067281
Asia Pacific,"Hong Kong, China",2016,13476708.65,9204.151342,1464.1989412433545
Asia Pacific,"Hong Kong, China",2017,13651496.48,9296.82412,1468.404296326518
Asia Pacific,"Hong Kong, China",2018,13817170.65,9383.250837,1472.5355732275839
Asia Pacific,"Hong Kong, China",2019,13972841.170000002,9462.376812,1476.6735089517804
Asia Pacific,India,2000,17619635.830000002,27816.348090000003,633.4273562076351
Asia Pacific,India,2001,19573807.29,31096.24458,629.4588801436549
Asia Pacific,India,2002,21554500.81,34690.34289,621.3400910549489
Asia Pacific,India,2003,23570033.369999997,38455.48949,612.9172631160804
Asia Pacific,India,2004,25909218.91,42568.21118,608.6518129794713
Asia Pacific,India,2005,28063290.29,46745.52619,600.3417348632481
Asia Pacific,India,2006,31852577.880000003,55724.606190000006,571.6070522130683
Asia Pacific,India,2007,36657386.64,67632.53272,542.0081899307585
Asia Pacific,India,2008,41182924.300000004,80523.45162,511.4401267142304
Asia Pacific,India,2009,44558052.370000005,92764.88071,480.3332039987917
Asia Pacific,India,2010,47346259.5,106579.1911,444.23549298264476
Asia Pacific,India,2011,52970488.70999999,120990.9687,437.80531124882214
Asia Pacific,India,2012,58981935.339999996,135570.5804,435.06441564220074
Asia Pacific,India,2013,63637889.050000004,150655.13390000002,422.4077029611269
Asia Pacific,India,2014,67439963.76,164599.51559999998,409.72152022542167
Asia Pacific,India,2015,72882995.25,180757.9819,403.2076176327348
Asia Pacific,India,2016,78919204.29,199172.548,396.2353501146152
Asia Pacific,India,2017,85562302.52,219497.9945,389.8090400092471
Asia Pacific,India,2018,92834282.92999999,241419.9461,384.53443648581776
Asia Pacific,India,2019,100475634.0,265314.06779999996,378.7045098405446
Asia Pacific,Indonesia,2000,15897909.139999999,31438.42984,505.6839422614116
Asia Pacific,Indonesia,2001,17628950.85,33205.94464,530.8974354177566
Asia Pacific,Indonesia,2002,19023420.84,34985.06809,543.7582911390011
Asia Pacific,Indonesia,2003,20310309.53,36771.02804,552.3454364100504
Asia Pacific,Indonesia,2004,21498507.4,38592.23214,557.0682546168991
Asia Pacific,Indonesia,2005,21827107.3,40539.71398,538.4129574956612
Asia Pacific,Indonesia,2006,21416937.7,42656.221979999995,502.0823857781322
Asia Pacific,Indonesia,2007,22737059.17,45609.01056,498.5212108490871
Asia Pacific,Indonesia,2008,22132069.98,45401.54483,487.4739408729498
Asia Pacific,Indonesia,2009,22435306.220000003,44734.27104,501.52390322710403
Asia Pacific,Indonesia,2010,23151266.240000002,44838.2713,516.3282519324067
Asia Pacific,Indonesia,2011,25325585.259999998,48079.84995,526.7401060181552
Asia Pacific,Indonesia,2012,28420542.130000003,52103.66938,545.4614323364572
Asia Pacific,Indonesia,2013,31601918.91,57391.88865,550.6338901429409
Asia Pacific,Indonesia,2014,35104960.24,62959.3074,557.581741123156
Asia Pacific,Indonesia,2015,39157897.92,69360.61195,564.5552543312011
Asia Pacific,Indonesia,2016,43783492.28,76606.77613999999,571.5355022900982
Asia Pacific,Indonesia,2017,48786730.31,84238.32004,579.1512732784076
Asia Pacific,Indonesia,2018,54201151.35999999,92402.07187999999,586.5793943493986
Asia Pacific,Indonesia,2019,60140606.019999996,101227.3838,594.114001195791
Asia Pacific,Japan,2000,485638420.59999996,561051.1489,865.5867144237122
Asia Pacific,Japan,2001,474063978.50000006,549026.0332000001,863.4635697271341
Asia Pacific,Japan,2002,463516331.6,535839.8023,865.0278116900538
Asia Pacific,Japan,2003,452055406.4,524612.2046,861.6944143430245
Asia Pacific,Japan,2004,487891264.4,556674.2470000001,876.4394383776836
Asia Pacific,Japan,2005,484694701.99999994,540325.3001,897.0423963310541
Asia Pacific,Japan,2006,484175107.5,532051.7936,910.0149897511783
Asia Pacific,Japan,2007,500540844.9,539085.4478999999,928.5000121035545
Asia Pacific,Japan,2008,522576214.3,547297.2885,954.8306291307343
Asia Pacific,Japan,2009,520719936.79999995,541568.2283,961.5038504650772
Asia Pacific,Japan,2010,544266065.1,564586.7256,964.0079024557215
Asia Pacific,Japan,2011,544109427.7,556650.3386,977.4707567203841
Asia Pacific,Japan,2012,555278294.6,567418.3968,978.6046729036898
Asia Pacific,Japan,2013,572781805.4,580949.7113999999,985.9404250665406
Asia Pacific,Japan,2014,580404253.6,586517.873,989.5764141530261
Asia Pacific,Japan,2015,588924272.6,590265.5965,997.7275926160132
Asia Pacific,Japan,2016,595615868.4,593224.6097,1004.0309499317792
Asia Pacific,Japan,2017,600848132.1999999,595420.9357,1009.1148902811411
Asia Pacific,Japan,2018,605386515.4,597263.1497,1013.6009825887975
Asia Pacific,Japan,2019,609672536.4,599034.448,1017.7587256217358
Asia Pacific,Kazakhstan,2000,0.0,25916.65798,0.0
Asia Pacific,Kazakhstan,2001,0.0,26059.46299,0.0
Asia Pacific,Kazakhstan,2002,0.0,26164.98375,0.0
Asia Pacific,Kazakhstan,2003,0.0,26271.73663,0.0
Asia Pacific,Kazakhstan,2004,23986628.7,26455.202660000003,906.6885258175527
Asia Pacific,Kazakhstan,2005,24251118.48,26619.17881,911.0393169187325
Asia Pacific,Kazakhstan,2006,24631059.57,26704.48415,922.3566885488781
Asia Pacific,Kazakhstan,2007,24451051.35,26820.807500000003,911.6448619229678
Asia Pacific,Kazakhstan,2008,22886042.919999998,26969.65925,848.5848007145288
Asia Pacific,Kazakhstan,2009,23632389.14,25432.169710000002,929.232126455482
Asia Pacific,Kazakhstan,2010,25018201.55,26664.03664,938.275096444662
Asia Pacific,Kazakhstan,2011,26247144.16,27455.12478,956.001634314918
Asia Pacific,Kazakhstan,2012,28093303.32,28194.966080000002,996.3942939419915
Asia Pacific,Kazakhstan,2013,26440919.85,25520.77126,1036.0548895887875
Asia Pacific,Kazakhstan,2014,30744098.84,24799.57481,1239.7026592408745
Asia Pacific,Kazakhstan,2015,30636886.12,24889.17966,1230.931936629365
Asia Pacific,Kazakhstan,2016,31389625.12,25398.83061,1235.8689107380128
Asia Pacific,Kazakhstan,2017,32628014.04,26170.00965,1246.7711887144833
Asia Pacific,Kazakhstan,2018,33990918.449999996,27052.67336,1256.4716986624642
Asia Pacific,Kazakhstan,2019,35494867.51,28051.59977,1265.3420054837748
Asia Pacific,Malaysia,2000,14875520.850000001,25345.808999999997,586.9025861435317
Asia Pacific,Malaysia,2001,15227053.200000001,25876.66844,588.4472042955156
Asia Pacific,Malaysia,2002,15394340.43,26305.06879,585.2233481271957
Asia Pacific,Malaysia,2003,15732080.13,26789.56053,587.2466669388847
Asia Pacific,Malaysia,2004,16025117.48,27396.909740000003,584.9242718277466
Asia Pacific,Malaysia,2005,16214964.45,28285.03559,573.2700741494807
Asia Pacific,Malaysia,2006,16197920.149999999,29061.69803,557.3631703584251
Asia Pacific,Malaysia,2007,16462689.67,29715.5798,554.0086978212015
Asia Pacific,Malaysia,2008,16380947.7,30529.69834,536.5577975114705
Asia Pacific,Malaysia,2009,16593215.549999999,31302.28036,530.0960619854342
Asia Pacific,Malaysia,2010,17182270.4,32747.725440000002,524.6859184611509
Asia Pacific,Malaysia,2011,17485832.02,34196.11279,511.33975745668374
Asia Pacific,Malaysia,2012,18088657.96,35722.760299999994,506.3622689873717
Asia Pacific,Malaysia,2013,18425191.2,37011.90872,497.817914212126
Asia Pacific,Malaysia,2014,18623126.37,38259.20191,486.7620190773603
Asia Pacific,Malaysia,2015,18819229.47,39468.85845,476.8121047595183
Asia Pacific,Malaysia,2016,19072632.11,40728.64457,468.2854612856074
Asia Pacific,Malaysia,2017,19353649.81,42052.589140000004,460.22492801973516
Asia Pacific,Malaysia,2018,19638366.82,43409.84029,452.39435779550524
Asia Pacific,Malaysia,2019,19923304.52,44788.75316,444.8282909065915
Asia Pacific,Pakistan,2000,5948732.2020000005,12637.43282,470.7231513496584
Asia Pacific,Pakistan,2001,6396484.864,13703.24465,466.78615374498185
Asia Pacific,Pakistan,2002,7006309.468,14900.59954,470.2031921059198
Asia Pacific,Pakistan,2003,7599227.182,16209.15671,468.823105233585
Asia Pacific,Pakistan,2004,8298618.395,17708.06248,468.63503019444954
Asia Pacific,Pakistan,2005,9233812.048999999,19349.164399999998,477.22019711610903
Asia Pacific,Pakistan,2006,12899532.17,27627.633270000002,466.90688427543324
Asia Pacific,Pakistan,2007,14071611.07,29597.020669999998,475.4401203720888
Asia Pacific,Pakistan,2008,12728955.51,30644.04491,415.38104866326535
Asia Pacific,Pakistan,2009,12107165.04,31631.53356,382.75618275145047
Asia Pacific,Pakistan,2010,11628986.85,32660.78529,356.053498002099
Asia Pacific,Pakistan,2011,11329613.38,33916.95868,334.0397789463592
Asia Pacific,Pakistan,2012,11361251.71,35210.499059999995,322.66659130959795
Asia Pacific,Pakistan,2013,11637209.51,36468.66635,319.1015925373975
Asia Pacific,Pakistan,2014,11851842.69,38286.83212,309.5540172363573
Asia Pacific,Pakistan,2015,12404829.309999999,40530.58087,306.0609802210318
Asia Pacific,Pakistan,2016,13074435.31,43082.09393,303.47724814033893
Asia Pacific,Pakistan,2017,13789576.479999999,45694.5707,301.7771316976176
Asia Pacific,Pakistan,2018,14553885.049999999,48402.63513,300.6837336626635
Asia Pacific,Pakistan,2019,15377878.419999998,51236.08915,300.13763101589103
Asia Pacific,Philippines,2000,22339970.5,39322.1148,568.1273912561793
Asia Pacific,Philippines,2001,21969905.37,37621.312529999996,583.9749836606778
Asia Pacific,Philippines,2002,22098057.76,38428.1703,575.0483977635542
Asia Pacific,Philippines,2003,22350845.19,38989.77674,573.2488631326285
Asia Pacific,Philippines,2004,21951883.150000002,39424.63111,556.8063043824382
Asia Pacific,Philippines,2005,21243673.12,39922.238040000004,532.1263076161949
Asia Pacific,Philippines,2006,21565213.779999997,40547.71463,531.8478236513128
Asia Pacific,Philippines,2007,22467190.62,41288.95182,544.1453374245527
Asia Pacific,Philippines,2008,22115331.259999998,42061.19758,525.7893862374424
Asia Pacific,Philippines,2009,21984538.97,42755.12234,514.1966100616705
Asia Pacific,Philippines,2010,22141043.389999997,43851.666430000005,504.9076852151909
Asia Pacific,Philippines,2011,22041752.880000003,45770.9119,481.566828472998
Asia Pacific,Philippines,2012,22557867.38,47877.2445,471.1605192734097
Asia Pacific,Philippines,2013,22877617.61,48804.833600000005,468.75720953180337
Asia Pacific,Philippines,2014,22866053.25,49730.59044,459.7985474873441
Asia Pacific,Philippines,2015,23435055.080000002,50724.36283,462.00787496417337
Asia Pacific,Philippines,2016,23989782.41,51655.21343,464.42132007661706
Asia Pacific,Philippines,2017,24691638.93,52885.88201,466.8852629768214
Asia Pacific,Philippines,2018,25528333.13,54392.12606,469.3387624127741
Asia Pacific,Philippines,2019,26465352.02,56099.25228,471.759443208037
Asia Pacific,Singapore,2000,6824305.705,4156.19,1641.961918247241
Asia Pacific,Singapore,2001,7355602.936,4436.06,1658.138739331749
Asia Pacific,Singapore,2002,8069826.789,4800.665,1680.981028461682
Asia Pacific,Singapore,2003,8667684.302000001,5188.645,1670.5101817526543
Asia Pacific,Singapore,2004,9148858.262,5540.73,1651.2008818332604
Asia Pacific,Singapore,2005,9665276.468,5862.455,1648.67388628143
Asia Pacific,Singapore,2006,10069890.17,6078.43,1656.659724632841
Asia Pacific,Singapore,2007,10333845.24,6196.325,1667.7377703719544
Asia Pacific,Singapore,2008,10142024.2,6293.985000000001,1611.3835987851892
Asia Pacific,Singapore,2009,10408610.4,6412.58,1623.154861225903
Asia Pacific,Singapore,2010,10563102.41,6586.605,1603.724894691575
Asia Pacific,Singapore,2011,10445883.49,6757.765,1545.7600981981468
Asia Pacific,Singapore,2012,10456584.549999999,6917.724999999999,1511.5640691123165
Asia Pacific,Singapore,2013,10802791.360000001,7060.27915,1530.0799204235432
Asia Pacific,Singapore,2014,11040790.0,7196.348795999999,1534.2210769629296
Asia Pacific,Singapore,2015,11263718.6,7306.549584,1541.5920292480423
Asia Pacific,Singapore,2016,11474684.32,7402.145294,1550.1836108649613
Asia Pacific,Singapore,2017,11713976.56,7513.311215,1559.096412326639
Asia Pacific,Singapore,2018,11994384.09,7647.191738,1568.469119245196
Asia Pacific,Singapore,2019,12319335.649999999,7805.840031,1578.2203582286043
Asia Pacific,South Korea,2000,132596229.9,124978.8773,1060.9491200798298
Asia Pacific,South Korea,2001,140143573.79999998,133057.13030000002,1053.2586527608282
Asia Pacific,South Korea,2002,150004137.7,140791.0956,1065.437676017346
Asia Pacific,South Korea,2003,155631815.1,141671.8563,1098.53727596001
Asia Pacific,South Korea,2004,172847571.4,157655.69890000002,1096.3610742015492
Asia Pacific,South Korea,2005,173774991.0,160616.8168,1081.9227678779398
Asia Pacific,South Korea,2006,175388759.20000002,163092.5779,1075.3938741929715
Asia Pacific,South Korea,2007,177895307.4,167987.69050000003,1058.9782315032182
Asia Pacific,South Korea,2008,180195337.5,165359.3253,1089.7198399490567
Asia Pacific,South Korea,2009,181594158.3,166892.2376,1088.0922978289557
Asia Pacific,South Korea,2010,187897532.4,174421.0449,1077.2641140163241
Asia Pacific,South Korea,2011,177791476.20000002,171009.7816,1039.6567642888565
Asia Pacific,South Korea,2012,173085382.20000002,168290.4977,1028.4917126369637
Asia Pacific,South Korea,2013,168728599.29999998,164357.07489999998,1026.5977257301506
Asia Pacific,South Korea,2014,169214699.0,167601.43540000002,1009.6255953664702
Asia Pacific,South Korea,2015,168263354.20000002,169977.6961,989.9143126461049
Asia Pacific,South Korea,2016,166993834.3,172063.0897,970.5383914188774
Asia Pacific,South Korea,2017,165493206.8,174084.2312,950.6501861726348
Asia Pacific,South Korea,2018,163878577.70000002,175910.8242,931.6003062647239
Asia Pacific,South Korea,2019,162056089.1,177608.1728,912.4359906708077
Asia Pacific,Taiwan,2000,11865701.27,10719.88084,1106.8874222672796
Asia Pacific,Taiwan,2001,11803168.07,10491.68699,1125.0019259295498
Asia Pacific,Taiwan,2002,12390810.51,11047.03258,1121.6415286429797
Asia Pacific,Taiwan,2003,11636613.24,10602.080609999999,1097.5782648760676
Asia Pacific,Taiwan,2004,11620774.99,10847.441209999999,1071.2918157405713
Asia Pacific,Taiwan,2005,11079670.620000001,10664.334159999999,1038.9463096118889
Asia Pacific,Taiwan,2006,11166189.76,10789.21961,1034.9395195970062
Asia Pacific,Taiwan,2007,11020751.23,10733.774580000001,1026.7358558595702
Asia Pacific,Taiwan,2008,10506475.99,10449.92838,1005.4112916322208
Asia Pacific,Taiwan,2009,10271818.31,10131.550089999999,1013.8446949138067
Asia Pacific,Taiwan,2010,10097419.1,10055.73691,1004.1451154075589
Asia Pacific,Taiwan,2011,10088856.45,10017.330380000001,1007.1402327053925
Asia Pacific,Taiwan,2012,10332908.92,10031.9179,1030.0033376469319
Asia Pacific,Taiwan,2013,10496657.25,10043.67852,1045.100879035304
Asia Pacific,Taiwan,2014,10511590.36,10050.42675,1045.8849779687214
Asia Pacific,Taiwan,2015,10528905.99,10049.89208,1047.663587448195
Asia Pacific,Taiwan,2016,10546414.14,10042.29337,1050.1997652753298
Asia Pacific,Taiwan,2017,10610811.82,10068.96529,1053.8135264542163
Asia Pacific,Taiwan,2018,10703982.83,10111.239749999999,1058.6221961555211
Asia Pacific,Taiwan,2019,10820164.3,10159.8585,1064.9916334956831
Asia Pacific,Thailand,2000,24237453.26,26089.95383,928.9956363253558
Asia Pacific,Thailand,2001,23004121.92,24940.52417,922.359199959028
Asia Pacific,Thailand,2002,24121707.25,26226.12625,919.7586795724359
Asia Pacific,Thailand,2003,25415203.76,27680.39275,918.1662987784016
Asia Pacific,Thailand,2004,26372340.99,29273.227160000002,900.9030963977938
Asia Pacific,Thailand,2005,26728304.830000002,30871.51971,865.7916772831265
Asia Pacific,Thailand,2006,27359375.69,32698.535409999997,836.715631050339
Asia Pacific,Thailand,2007,28665879.009999998,34260.653210000004,836.6997218147901
Asia Pacific,Thailand,2008,29042194.389999997,35332.00705,821.9797519258108
Asia Pacific,Thailand,2009,30835554.009999998,36190.904160000006,852.0249694143037
Asia Pacific,Thailand,2010,30973430.259999998,37313.12192,830.0948477698432
Asia Pacific,Thailand,2011,31614018.46,38931.10213,812.0504360352668
Asia Pacific,Thailand,2012,33654295.62,41065.28908,819.5314430744047
Asia Pacific,Thailand,2013,35787923.33,43118.4005,829.9919040364216
Asia Pacific,Thailand,2014,37633985.26,45133.79988,833.831526706366
Asia Pacific,Thailand,2015,39994739.23,47014.802879999996,850.6839714309145
Asia Pacific,Thailand,2016,42260617.2,48750.42711,866.8768604763924
Asia Pacific,Thailand,2017,44456283.11,50430.44868,881.5365374218994
Asia Pacific,Thailand,2018,46426503.89,52041.00202,892.1139503070622
Asia Pacific,Thailand,2019,48135666.300000004,53523.17673000001,899.342476303723
Asia Pacific,Uzbekistan,2000,9303804.060999999,26553.89512,350.3743619892703
Asia Pacific,Uzbekistan,2001,10407457.08,27358.2661,380.4136213149853
Asia Pacific,Uzbekistan,2002,12113566.18,27533.32489,439.96016566817184
Asia Pacific,Uzbekistan,2003,13130207.680000002,28226.483500000002,465.1733426163412
Asia Pacific,Uzbekistan,2004,14435137.73,30354.29569,475.555021187843
Asia Pacific,Uzbekistan,2005,17153995.45,31096.04905,551.6454975491492
Asia Pacific,Uzbekistan,2006,19690558.720000003,32304.2054,609.5354606679167
Asia Pacific,Uzbekistan,2007,22249816.09,33191.445569999996,670.3479076581841
Asia Pacific,Uzbekistan,2008,24030356.57,34158.87326,703.4879747669991
Asia Pacific,Uzbekistan,2009,24544979.89,35164.64453,698.0016496131492
Asia Pacific,Uzbekistan,2010,25499960.509999998,37601.97077,678.1548942201892
Asia Pacific,Uzbekistan,2011,28245346.819999997,39938.70837,707.2173330777146
Asia Pacific,Uzbekistan,2012,32816997.459999997,41974.34264,781.8346970067045
Asia Pacific,Uzbekistan,2013,35088572.56,43105.533469999995,814.0155041677067
Asia Pacific,Uzbekistan,2014,37992013.23,44396.37111,855.7459152656406
Asia Pacific,Uzbekistan,2015,40767819.339999996,45866.98321,888.8271363596402
Asia Pacific,Uzbekistan,2016,43661397.55,47402.57165,921.0765583010304
Asia Pacific,Uzbekistan,2017,46581492.730000004,49209.95534,946.5867710742776
Asia Pacific,Uzbekistan,2018,49408250.96,51342.75812,962.3217133080657
Asia Pacific,Uzbekistan,2019,52174638.55,53820.790799999995,969.4141943005416
Asia Pacific,Vietnam,2000,5843805.158,11820.95,494.36002673219997
Asia Pacific,Vietnam,2001,6738667.836,12616.823999999999,534.1017546095595
Asia Pacific,Vietnam,2002,6979819.462,13252.980000000001,526.6603784205514
Asia Pacific,Vietnam,2003,6944173.824000001,13735.18094,505.5757076906772
Asia Pacific,Vietnam,2004,6764481.399,14478.68074,467.20288405226626
Asia Pacific,Vietnam,2005,6937822.092,15221.01838,455.8053816632997
Asia Pacific,Vietnam,2006,7206813.406,16089.671030000001,447.9155224841163
Asia Pacific,Vietnam,2007,7641343.376999999,17056.51379,448.0014773874843
Asia Pacific,Vietnam,2008,7073486.129,17888.89515,395.41212968649995
Asia Pacific,Vietnam,2009,7455301.191,18750.47467,397.60599783258715
Asia Pacific,Vietnam,2010,7727024.117000001,19764.27844,390.95908006242405
Asia Pacific,Vietnam,2011,7740239.7129999995,20846.51842,371.2965185387537
Asia Pacific,Vietnam,2012,8589167.32,22223.878679999998,386.48372067157095
Asia Pacific,Vietnam,2013,9368188.927,23811.83248,393.425786733067
Asia Pacific,Vietnam,2014,10036910.6,25378.010270000002,395.496356618032
Asia Pacific,Vietnam,2015,10955560.15,27016.499920000002,405.5136743264706
Asia Pacific,Vietnam,2016,12305462.42,28870.114820000003,426.2353127697051
Asia Pacific,Vietnam,2017,13668135.74,30894.41051,442.4145181723359
Asia Pacific,Vietnam,2018,15294726.81,33068.50862,462.5163773110007
Asia Pacific,Vietnam,2019,17275897.2,35455.319260000004,487.2582608356408
Australasia,Australia,2000,138357499.5,155484.0887,889.8498917593746
Australasia,Australia,2001,139848437.60000002,161786.9246,864.3988872757152
Australasia,Australia,2002,144457939.1,166996.68779999999,865.0347560965218
Australasia,Australia,2003,147575531.6,167020.51499999998,883.5772755221118
Australasia,Australia,2004,150706545.4,169267.1005,890.3475333058003
Australasia,Australia,2005,148860077.1,170729.2526,871.9072732589236
Australasia,Australia,2006,147086569.1,172520.77779999998,852.5730696073874
Australasia,Australia,2007,148805354.60000002,174406.4199,853.2103043300874
Australasia,Australia,2008,149904488.79999998,176157.35559999998,850.9692274240747
Australasia,Australia,2009,162122384.0,180638.4365,897.4966078163546
Australasia,Australia,2010,169030682.5,186585.2744,905.9165201731482
Australasia,Australia,2011,170784965.1,190127.86750000002,898.2637177056645
Australasia,Australia,2012,165401506.70000002,186739.8236,885.7323709070914
Australasia,Australia,2013,171278025.89999998,189268.6407,904.9466687483849
Australasia,Australia,2014,171740013.70000002,188680.3448,910.2167683763954
Australasia,Australia,2015,174720085.0,190569.7423,916.8301478046338
Australasia,Australia,2016,178250714.79999998,192788.9754,924.5897719522814
Australasia,Australia,2017,182445036.7,195384.6247,933.7737653622036
Australasia,Australia,2018,187140076.2,198353.159,943.4690989721014
Australasia,Australia,2019,192563697.7,201580.7495,955.2682891478186
Australasia,New Zealand,2000,20582085.72,26314.19927,782.1665219152229
Australasia,New Zealand,2001,20595561.77,27081.28227,760.5091060557082
Australasia,New Zealand,2002,20713073.209999997,27842.66354,743.9328920612312
Australasia,New Zealand,2003,21003507.01,28225.37486,744.1356266897778
Australasia,New Zealand,2004,21272470.26,28709.77908,740.9485876127474
Australasia,New Zealand,2005,21917183.91,29477.43777,743.5240498516367
Australasia,New Zealand,2006,22804079.060000002,30401.067000000003,750.1078518066488
Australasia,New Zealand,2007,24571151.01,30747.37645,799.1300021956833
Australasia,New Zealand,2008,25448344.220000003,30341.18103,838.7394081607378
Australasia,New Zealand,2009,26559731.46,30018.526550000002,884.7779858801897
Australasia,New Zealand,2010,27355799.09,30117.33901,908.3073069940517
Australasia,New Zealand,2011,27860482.150000002,30206.22926,922.3422728534241
Australasia,New Zealand,2012,28524189.840000004,30358.652710000002,939.5736402559216
Australasia,New Zealand,2013,29241868.970000003,30687.38342,952.8954805231812
Australasia,New Zealand,2014,29481729.080000002,30939.85428,952.8722667274309
Australasia,New Zealand,2015,29683538.71,31159.771070000003,952.6237738819176
Australasia,New Zealand,2016,29882138.270000003,31300.97217,954.6712513498268
Australasia,New Zealand,2017,30075573.759999998,31408.131090000003,957.5728550615902
Australasia,New Zealand,2018,30265430.11,31474.63275,961.5816759609371
Australasia,New Zealand,2019,30441954.16,31481.997620000002,966.9638670152468
Eastern Europe,Belarus,2000,7193606.66,38346.44861,187.5951208197165
Eastern Europe,Belarus,2001,7748641.691000001,31682.602209999997,244.5708733026447
Eastern Europe,Belarus,2002,7708133.674,30747.28576,250.69314196272003
Eastern Europe,Belarus,2003,6438757.743,29344.35516,219.42065885901036
Eastern Europe,Belarus,2004,6800379.658999999,29110.49952,233.60573576993704
Eastern Europe,Belarus,2005,7913497.017999999,31916.40125,247.94452720448862
Eastern Europe,Belarus,2006,9030483.704,33670.10350999999,268.2048096857782
Eastern Europe,Belarus,2007,9976896.882,31639.65524,315.3288746770807
Eastern Europe,Belarus,2008,10813471.52,29024.72372,372.5607046019454
Eastern Europe,Belarus,2009,10913672.35,27959.61189,390.3370473430416
Eastern Europe,Belarus,2010,12787336.620000001,31930.40212,400.4752765700528
Eastern Europe,Belarus,2011,22406437.76,28835.0,777.0569710421363
Eastern Europe,Belarus,2012,18368573.25,27378.235,670.9188247525817
Eastern Europe,Belarus,2013,18407382.88,27291.02,674.4849727126358
Eastern Europe,Belarus,2014,18669517.400000002,27510.33416,678.6365186049054
