Region,Country,Year,Ice Cream Value,Ice Cream Volume,Ice Cream Price
Western Europe,Spain,2004,220537388.8,170116.06850000002,1296.393637265371
Western Europe,Spain,2005,220933967.9,175492.8108,1258.9345791024277
Western Europe,Spain,2006,221276520.20000002,182291.33479999998,1213.86197782123
Western Europe,Spain,2007,221347993.4,185213.1443,1195.0987292860293
Western Europe,Spain,2008,210476380.2,191623.9943,1098.382177914971
Western Europe,Spain,2009,208715986.9,197250.6834,1058.1255451305574
Western Europe,Spain,2010,206665299.70000002,207796.87949999998,994.5543946438331
Western Europe,Spain,2011,197852613.1,211310.52779999998,936.3121428917277
Western Europe,Spain,2012,192862549.60000002,215770.12060000002,893.8334421082027
Western Europe,Spain,2013,183211312.10000002,213883.435,856.594210299643
Western Europe,Spain,2014,181130519.6,217805.83,831.6146523717938
Western Europe,Spain,2015,182173891.8,223074.71000000002,816.6496856591228
Western Europe,Spain,2016,183455964.2,228258.18000000002,803.7213132953218
Western Europe,Spain,2017,184760551.0,233053.73,792.7809222362586
Western Europe,Spain,2018,186178026.70000002,237686.06,783.2938402024924
Western Europe,Spain,2019,187879864.5,242381.58000000002,775.1408522875377
Western Europe,Sweden,2000,69978953.42,46343.619269999996,1510.001905813603
Western Europe,Sweden,2001,68731577.5,47210.28671,1455.8602010235493
Western Europe,Sweden,2002,74532930.42999999,50229.45214,1483.8491612900955
Western Europe,Sweden,2003,72308505.59,48921.01216,1478.0664258030758
Western Europe,Sweden,2004,69904215.33,48546.04463,1439.9569699814697
Western Europe,Sweden,2005,69012866.69999999,47576.32496,1450.571618510317
Western Europe,Sweden,2006,72681127.25,49534.76303,1467.275157973033
Western Europe,Sweden,2007,69262889.47,47437.33683,1460.0922838104443
Western Europe,Sweden,2008,71861480.67999999,48797.31228,1472.6524335532522
Western Europe,Sweden,2009,73858583.57,49545.94846,1490.7088443291857
Western Europe,Sweden,2010,76442749.01,51978.90883,1470.649360108932
Western Europe,Sweden,2011,77309418.43,53159.220140000005,1454.2993337072683
Western Europe,Sweden,2012,75189332.61,51972.46056,1446.7148909218395
Western Europe,Sweden,2013,76574534.01,51323.25874,1492.0045197815903
Western Europe,Sweden,2014,80987724.25,52812.20379,1533.5039713933513
Western Europe,Sweden,2015,82107665.03999999,53790.83659,1526.4247638651568
Western Europe,Sweden,2016,83336950.25,54341.4717,1533.5791917832803
Western Europe,Sweden,2017,84319251.66,54803.934230000006,1538.5620183056699
Western Europe,Sweden,2018,85074583.75,55153.44897,1542.507047859785
Western Europe,Sweden,2019,85525219.95,55391.4155,1544.0157861645546
Western Europe,Switzerland,2000,61969095.13,29635.16907,2091.0660230628473
Western Europe,Switzerland,2001,64094159.05,30924.180650000002,2072.6227082753767
Western Europe,Switzerland,2002,61998323.400000006,30018.97087,2065.304759063514
Western Europe,Switzerland,2003,65851456.629999995,31979.97622,2059.1465164635447
Western Europe,Switzerland,2004,63252877.82,30928.56566,2045.1280707726166
Western Europe,Switzerland,2005,64174428.86,31626.45539,2029.1375707026396
Western Europe,Switzerland,2006,64542276.28,32045.338829999997,2014.0924900933558
Western Europe,Switzerland,2007,64479361.019999996,31887.196,2022.1082161002803
Western Europe,Switzerland,2008,65675491.88,32082.284710000004,2047.0952263424383
Western Europe,Switzerland,2009,65494636.300000004,32015.265550000004,2045.7314713730368
Western Europe,Switzerland,2010,62432887.089999996,30969.78525,2015.9289638600253
Western Europe,Switzerland,2011,63339484.7,30877.15577,2051.338056257764
Western Europe,Switzerland,2012,61313012.03,29543.86169,2075.321522736251
Western Europe,Switzerland,2013,60039249.14,28683.68832,2093.1495444446387
Western Europe,Switzerland,2014,60474309.68,28718.398709999998,2105.76885886546
Western Europe,Switzerland,2015,60190961.63,28331.81727,2124.5005590846804
Western Europe,Switzerland,2016,59960022.230000004,27919.76562,2147.5832944331146
Western Europe,Switzerland,2017,59593182.4,27470.35709,2169.36322322849
Western Europe,Switzerland,2018,59136911.96,27009.72598,2189.467305362126
Western Europe,Switzerland,2019,58663465.06999999,26536.24091,2210.692361022886
Western Europe,Turkey,2000,89235812.81,51847.33626,1721.126276623107
Western Europe,Turkey,2001,78385559.05,49088.61445,1596.8175090751618
Western Europe,Turkey,2002,72505478.0,51996.45532,1394.4311694668804
Western Europe,Turkey,2003,70239550.24000001,55200.4953,1272.4442028693175
Western Europe,Turkey,2004,71851821.27000001,60077.39116,1195.9877065673836
Western Europe,Turkey,2005,77976015.86,68241.54324,1142.6473106823603
Western Europe,Turkey,2006,85582712.9,82024.67106000001,1043.3777032448852
Western Europe,Turkey,2007,96323587.31,100046.0891,962.7921308720103
Western Europe,Turkey,2008,99038630.73,113048.6274,876.0710590458705
Western Europe,Turkey,2009,99858712.36,120123.69959999999,831.2990083765286
Western Europe,Turkey,2010,114285850.69999999,146142.8192,782.0148217039458
Western Europe,Turkey,2011,125321855.2,160867.927,779.0356818609343
Western Europe,Turkey,2012,130968191.8,171166.5394,765.1506670584706
Western Europe,Turkey,2013,132067579.30000001,173898.619,759.4515704578425
Western Europe,Turkey,2014,135889449.5,180541.2627,752.6780718588604
Western Europe,Turkey,2015,140633196.4,187562.8578,749.7923525453983
Western Europe,Turkey,2016,145823272.5,195058.2586,747.5883028312855
Western Europe,Turkey,2017,151268403.8,203195.56600000002,744.4473655493053
Western Europe,Turkey,2018,156919559.6,211951.2389,740.3568878124637
Western Europe,Turkey,2019,162460026.1,221518.2043,733.393567419777
Western Europe,United Kingdom,2000,266012425.50000003,210145.1859,1265.850675382995
Western Europe,United Kingdom,2001,256828089.60000002,210208.6091,1221.777217877039
Western Europe,United Kingdom,2002,256029688.0,213785.0994,1197.6030542753533
Western Europe,United Kingdom,2003,283733638.9,231064.68430000002,1227.9403049391046
Western Europe,United Kingdom,2004,263468190.89999998,227469.9667,1158.2548444625063
Western Europe,United Kingdom,2005,272608388.0,237499.33,1147.828029662231
Western Europe,United Kingdom,2006,275348145.8,243565.9024,1130.4872442605088
Western Europe,United Kingdom,2007,257300595.10000002,235911.478,1090.6658602681468
Western Europe,United Kingdom,2008,258833464.0,241075.7477,1073.6603182585504
Western Europe,United Kingdom,2009,263574291.0,253516.3749,1039.6736349041255
Western Europe,United Kingdom,2010,260560648.1,260474.36179999998,1000.3312660002456
Western Europe,United Kingdom,2011,263960067.7,269815.8519,978.2971083471763
Western Europe,United Kingdom,2012,275855384.09999996,279615.4482,986.5527311734559
Western Europe,United Kingdom,2013,280596913.8,283598.3645,989.4165443961859
Western Europe,United Kingdom,2014,285149145.8,288295.949,989.0848164501957
Western Europe,United Kingdom,2015,289029981.7,292504.2149,988.1224508125881
Western Europe,United Kingdom,2016,292824330.5,296581.1081,987.3330515754452
Western Europe,United Kingdom,2017,297227383.1,300867.4114,987.9015534349096
Western Europe,United Kingdom,2018,301613546.5,305244.6547,988.1042693325171
Western Europe,United Kingdom,2019,306232711.59999996,309678.5722,988.8727832361143
