Region,Country,Year,GDP,Population,Refrigerator Possession
Asia Pacific,Azerbaijan,1977,0.0,5828300.0,58.294193
Asia Pacific,Azerbaijan,1978,0.0,5924000.0,62.21572
Asia Pacific,Azerbaijan,1979,0.0,6028300.0,65.496627
Asia Pacific,Azerbaijan,1980,0.0,6114300.0,68.241566
Asia Pacific,Azerbaijan,1981,0.0,6206700.0,70.538093
Asia Pacific,Azerbaijan,1982,0.0,6308800.0,72.45946
Asia Pacific,Azerbaijan,1983,0.0,6406300.0,74.066953
Asia Pacific,Azerbaijan,1984,0.0,6513300.0,75.411846
Asia Pacific,Azerbaijan,1985,0.0,6622400.0,76.537038
Asia Pacific,Azerbaijan,1986,0.0,6717900.0,77.478419
Asia Pacific,Azerbaijan,1987,0.0,6822700.0,78.266016
Asia Pacific,Azerbaijan,1988,0.0,6928000.0,78.924952
Asia Pacific,Azerbaijan,1989,0.0,7021200.0,79.476244
Asia Pacific,Azerbaijan,1990,29702980620.0,7131900.0,79.937477
Asia Pacific,Azerbaijan,1991,29495059760.0,7218500.0,81.0
Asia Pacific,Azerbaijan,1992,22829176250.0,7324100.0,79.0
Asia Pacific,Azerbaijan,1993,17555556500.0,7440000.0,76.48862
Asia Pacific,Azerbaijan,1994,14105055090.0,7549600.0,71.72258
Asia Pacific,Azerbaijan,1995,12438367210.0,7643500.0,65.0
Asia Pacific,Azerbaijan,1996,12594473440.0,7726200.0,67.0
Asia Pacific,Azerbaijan,1997,13325722030.0,7799800.0,82.0
Asia Pacific,Azerbaijan,1998,14653788020.0,7876700.0,85.0
Asia Pacific,Azerbaijan,1999,15737632210.0,7953400.0,88.0
Asia Pacific,Azerbaijan,2000,17483617760.0,8032800.0,89.0
Asia Pacific,Azerbaijan,2001,19214896490.0,8114300.0,94.0
Asia Pacific,Azerbaijan,2002,21027490780.0,8191400.0,94.8
Asia Pacific,Azerbaijan,2003,23174610380.0,8269200.000000001,95.2
Asia Pacific,Azerbaijan,2004,25319401500.0,8349100.0,95.55
Asia Pacific,Azerbaijan,2005,32398764530.0,8447400.0,95.79
Asia Pacific,Azerbaijan,2006,43566166710.0,8553100.0,96.04
Asia Pacific,Azerbaijan,2007,54658281280.0,8666100.0,96.32
Asia Pacific,Azerbaijan,2008,60447406270.0,8779900.0,96.52
Asia Pacific,Azerbaijan,2009,66111310650.0,8922400.0,96.76
Asia Pacific,Azerbaijan,2010,69166538440.0,8997600.0,96.91
Asia Pacific,Azerbaijan,2011,68050160430.0,9111100.0,97.13
Asia Pacific,Azerbaijan,2012,69522085400.0,9235100.0,97.26
Asia Pacific,Azerbaijan,2013,73556452010.0,9362011.681,97.43
Asia Pacific,Azerbaijan,2014,77204852030.0,9486023.248,97.53
Asia Pacific,Azerbaijan,2015,80763995710.0,9607373.564,97.64
Asia Pacific,Azerbaijan,2016,83572159840.0,9726035.674999999,97.75
Asia Pacific,Azerbaijan,2017,86264854830.0,9841579.561,97.84
Asia Pacific,Azerbaijan,2018,89705097240.0,9953052.507000001,97.91
Asia Pacific,Azerbaijan,2019,93497828750.0,10059190.17,97.97
Asia Pacific,Azerbaijan,2020,97338719560.0,10158778.889999999,98.0
Asia Pacific,Azerbaijan,2021,101337394200.0,10251152.57,98.0288
Asia Pacific,Azerbaijan,2022,105500334300.0,10336305.899999999,98.051104
Asia Pacific,Azerbaijan,2023,109834288000.0,10414759.42,98.06799232
Asia Pacific,Azerbaijan,2024,114346280600.0,10487359.0,98.08063171
Asia Pacific,Azerbaijan,2025,119043625800.0,10555071.190000001,98.08948224
Asia Pacific,Azerbaijan,2026,123933938000.0,10618450.47,98.09664082
Asia Pacific,Azerbaijan,2027,129025144100.0,10677726.26,98.10206809
Asia Pacific,Azerbaijan,2028,134325497000.0,10733499.809999999,98.10614521
Asia Pacific,Azerbaijan,2029,139843588500.0,10786825.14,98.10919745
Asia Pacific,Azerbaijan,2030,145588363100.0,10838711.17,98.1114827
Asia Pacific,China,1977,324287150500.0,937170000.0,0.663533
Asia Pacific,China,1978,362228747100.0,949740000.0,0.9387928
Asia Pacific,China,1979,389758131900.0,962590000.0,1.2959744
Asia Pacific,China,1980,420588000100.0,975420000.0,1.7486359
Asia Pacific,China,1981,442458576100.0,987050000.0,2.3098405
Asia Pacific,China,1982,482722306500.0,1000720000.0,2.9915595
Asia Pacific,China,1983,535339037999.99994,1016540000.0,3.8041139
Asia Pacific,China,1984,616710571700.0,1030080000.0,4.7556916
Asia Pacific,China,1985,699966498900.0,1043570000.0,5.8519729
Asia Pacific,China,1986,761563550800.0,1058510000.0,7.0958816
Asia Pacific,China,1987,849904922700.0,1075070000.0,8.4874713
Asia Pacific,China,1988,945944179000.0,1093000000.0,10.023943
Asia Pacific,China,1989,984727890300.0,1110260000.0,11.6997824
Asia Pacific,China,1990,1022531594000.0,1127040000.0,14.37663709
Asia Pacific,China,1991,1116389769000.0,1143330000.0,16.56438775
Asia Pacific,China,1992,1275374836000.0,1158230000.0,18.76160438
Asia Pacific,China,1993,1453468178000.0,1171710000.0,21.30924149
Asia Pacific,China,1994,1643596351000.0,1185170000.0,23.79795888
Asia Pacific,China,1995,1823159252000.0,1198500000.0,26.85739116
Asia Pacific,China,1996,2005639261000.0,1211210000.0,30.49321274
Asia Pacific,China,1997,2192103543000.0,1223890000.0,33.4483
Asia Pacific,China,1998,2363811014000.0,1236260000.0,36.0642
Asia Pacific,China,1999,2543933413000.0,1247610000.0,37.61232782
Asia Pacific,China,2000,2758412439000.0,1257860000.0,40.59776392
Asia Pacific,China,2001,2987360672000.0,1267430000.0,42.96131155
Asia Pacific,China,2002,3258672768000.0,1276270000.0,46.95809024
Asia Pacific,China,2003,3585354713000.0,1284530000.0,49.07747067
Asia Pacific,China,2004,3946937736000.0,1292270000.0,51.66906283
Asia Pacific,China,2005,4393336394000.0005,1299880000.0,53.96132682
Asia Pacific,China,2006,4950279648000.0,1307560000.0,56.45549737
Asia Pacific,China,2007,5651338252000.0,1314480000.0,60.75221299
Asia Pacific,China,2008,6195844693000.0,1321290000.0,62.94984263
Asia Pacific,China,2009,6766729823000.0,1328020000.0,67.7573093
Asia Pacific,China,2010,7473650087000.0,1334500000.0,72.86987585
Asia Pacific,China,2011,8168699546000.0,1340910000.0,81.26516689
Asia Pacific,China,2012,8793850121999.999,1347350000.0,83.49803715
Asia Pacific,China,2013,9468778119000.0,1354040000.0,85.54516133
Asia Pacific,China,2014,10147354360000.0,1360547352.0,87.57874001
Asia Pacific,China,2015,10864533270000.0,1366837990.0,89.36266877
Asia Pacific,China,2016,11595732600000.0,1372839107.0,90.84702013
Asia Pacific,China,2017,12370847060000.0,1378479238.0,91.70938693
Asia Pacific,China,2018,13174616800000.0,1383697455.0,92.44840841
Asia Pacific,China,2019,13991905470000.0,1388451528.0,93.06970064
Asia Pacific,China,2020,14832867340000.0,1392714218.0,93.5638871
Asia Pacific,China,2021,15722550210000.0,1396472088.0,93.94199675
Asia Pacific,China,2022,16665980770000.0,1399726795.0,94.22054465
Asia Pacific,China,2023,17665918830000.0,1402491407.0,94.44654884
Asia Pacific,China,2024,18725879390000.0,1404785327.0,94.62638148
Asia Pacific,China,2025,19849430700000.0,1406634177.0,94.76648275
Asia Pacific,China,2026,21040396890000.0,1408075400.0,94.87471636
Asia Pacific,China,2027,22302820550000.0,1409143325.0,94.95866113
Asia Pacific,China,2028,23640990060000.0,1409866612.0,95.02509161
Asia Pacific,China,2029,25059449640000.0,1410269254.0,95.07716046
Asia Pacific,China,2030,26563016430000.0,1410367691.0,95.11773057
Asia Pacific,"Hong Kong, China",1977,44929901880.0,4583700.0,75.8
Asia Pacific,"Hong Kong, China",1978,48704013640.0,4667500.0,79.4
Asia Pacific,"Hong Kong, China",1979,54353679220.0,4929700.0,82.3
Asia Pacific,"Hong Kong, China",1980,59973849650.0,5063100.0,85.6
Asia Pacific,"Hong Kong, China",1981,65604794400.0,5183400.0,87.7
Asia Pacific,"Hong Kong, China",1982,67561785410.0,5264500.0,89.5
Asia Pacific,"Hong Kong, China",1983,71561443110.0,5345100.0,90.6
Asia Pacific,"Hong Kong, China",1984,78649604050.0,5397900.0,91.4
Asia Pacific,"Hong Kong, China",1985,79211948720.0,5456200.0,92.0
Asia Pacific,"Hong Kong, China",1986,87954571500.0,5524600.0,92.8
Asia Pacific,"Hong Kong, China",1987,99745761350.0,5580500.0,93.2
Asia Pacific,"Hong Kong, China",1988,108169290900.0,5627600.0,93.5
Asia Pacific,"Hong Kong, China",1989,110572812500.0,5686200.0,93.5
Asia Pacific,"Hong Kong, China",1990,114882940800.0,5704500.0,93.9
Asia Pacific,"Hong Kong, China",1991,121424375400.0,5752000.0,94.3
Asia Pacific,"Hong Kong, China",1992,128822762600.0,5800500.0,94.3
Asia Pacific,"Hong Kong, China",1993,136607522200.0,5901000.0,94.6
Asia Pacific,"Hong Kong, China",1994,144821732500.0,6035400.0,95.0
Asia Pacific,"Hong Kong, China",1995,148142494800.0,6156100.0,95.0
Asia Pacific,"Hong Kong, China",1996,154354109600.0,6435500.0,95.3
Asia Pacific,"Hong Kong, China",1997,162158253400.0,6489300.0,95.7
Asia Pacific,"Hong Kong, China",1998,152386597000.0,6543700.0,95.7
Asia Pacific,"Hong Kong, China",1999,156281598500.0,6606500.0,96.0
Asia Pacific,"Hong Kong, China",2000,168707548400.0,6665000.0,96.0
Asia Pacific,"Hong Kong, China",2001,169546533800.0,6714300.0,96.39
Asia Pacific,"Hong Kong, China",2002,172667860100.0,6744100.0,96.8
Asia Pacific,"Hong Kong, China",2003,177858279600.0,6730800.0,97.2
Asia Pacific,"Hong Kong, China",2004,192916848900.0,6783500.0,97.44
Asia Pacific,"Hong Kong, China",2005,206579419200.0,6813200.0,98.0830629
Asia Pacific,"Hong Kong, China",2006,221080830500.0,6857100.0,98.6
Asia Pacific,"Hong Kong, China",2007,235373355700.0,6916300.0,99.0
Asia Pacific,"Hong Kong, China",2008,240381802900.0,6957800.0,99.33
Asia Pacific,"Hong Kong, China",2009,234470398600.0,6972800.0,99.57
Asia Pacific,"Hong Kong, China",2010,250382922600.0,7024200.0,99.783
Asia Pacific,"Hong Kong, China",2011,262366622900.00003,7071600.0,99.88
Asia Pacific,"Hong Kong, China",2012,266306018999.99997,7154600.0,99.934
Asia Pacific,"Hong Kong, China",2013,274026675300.0,7229086.409,99.97
Asia Pacific,"Hong Kong, China",2014,281150229700.0,7291133.042,99.97
Asia Pacific,"Hong Kong, China",2015,290859136700.0,7352375.181000001,99.97
Asia Pacific,"Hong Kong, China",2016,301463015800.0,7411907.769,99.97
Asia Pacific,"Hong Kong, China",2017,312069060500.0,7475462.829,99.97
Asia Pacific,"Hong Kong, China",2018,322382428100.0,7536704.968,99.97
Asia Pacific,"Hong Kong, China",2019,333019242000.0,7594528.005999999,99.97
Asia Pacific,"Hong Kong, China",2020,344009359900.0,7650239.245,99.97
Asia Pacific,"Hong Kong, China",2021,355361538100.0,7705045.428,99.97
Asia Pacific,"Hong Kong, China",2022,367088503500.0,7763874.084,99.97
Asia Pacific,"Hong Kong, China",2023,379202414900.0,7821495.997,99.97
Asia Pacific,"Hong Kong, China",2024,391716097400.0,7877207.237,99.97
Asia Pacific,"Hong Kong, China",2025,404642727700.0,7930504.993,99.97
Asia Pacific,"Hong Kong, China",2026,417995937700.0,7981690.950999999,99.97
Asia Pacific,"Hong Kong, China",2027,431789803600.0,8030966.234999999,99.97
Asia Pacific,"Hong Kong, China",2028,446038867200.0,8078129.721,99.97
Asia Pacific,"Hong Kong, China",2029,460758149800.0,8123281.971,99.97
Asia Pacific,"Hong Kong, China",2030,475963167600.0,8166121.3,99.97
Asia Pacific,India,1977,254198818700.0,623869826.0,0.459646336
Asia Pacific,India,1978,268179753700.0,638826849.3,0.51848034
Asia Pacific,India,1979,254770766000.0,654072476.3,0.584830598
Asia Pacific,India,1980,264008754000.00003,669568120.2,0.659653419
Asia Pacific,India,1981,280313934600.0,685184692.0,0.744025714
Asia Pacific,India,1982,291728318100.0,700726685.0,0.839159924
Asia Pacific,India,1983,314392691100.0,716303678.0,0.946420697
Asia Pacific,India,1984,326405635800.0,731949671.0,1.06734354
Asia Pacific,India,1985,343554987900.0,747699663.9000001,1.203655602
Asia Pacific,India,1986,359966609700.0,763587656.8,1.357298848
Asia Pacific,India,1987,374239285800.0,779647649.5,1.53045581
Asia Pacific,India,1988,410271044200.0,795914642.2,1.725578172
Asia Pacific,India,1989,434669863200.0,812422634.8,1.94541842
Asia Pacific,India,1990,458720146700.0,829207627.3000001,2.223335337
Asia Pacific,India,1991,463568818700.0,846302688.0,2.621857709
Asia Pacific,India,1992,488981661300.0,863728681.6,3.205205023
Asia Pacific,India,1993,512213180100.0,881456675.0,4.031704431
Asia Pacific,India,1994,546321455700.00006,899439668.4,5.2716
Asia Pacific,India,1995,587699842800.0,917633661.7,6.2289
Asia Pacific,India,1996,632071180900.0,935994654.9,6.972
Asia Pacific,India,1997,657670063700.0,954477648.1,7.5693
Asia Pacific,India,1998,698340380500.0,973037641.3000001,8.0892
Asia Pacific,India,1999,760115570500.0,991630634.4,8.599137283
Asia Pacific,India,2000,789311609600.0,1010209628.0,9.1704
Asia Pacific,India,2001,830489164200.0,1028737436.0,9.8685
Asia Pacific,India,2002,861773455700.0,1047167390.0,10.75981081
Asia Pacific,India,2003,933911136400.0,1065507344.0,11.55152909
Asia Pacific,India,2004,1011043723000.0,1083767299.0,12.34324738
Asia Pacific,India,2005,1104918127000.0,1101967253.0,15.3
Asia Pacific,India,2006,1207277131000.0,1120097208.0,15.67581491
Asia Pacific,India,2007,1325606597000.0,1138177163.0,16.10868925
Asia Pacific,India,2008,1377185314000.0,1156217118.0,16.5415636
Asia Pacific,India,2009,1493968546000.0,1174227073.0,16.97971042
Asia Pacific,India,2010,1647247657000.0,1192207029.0,18.688575
Asia Pacific,India,2011,1756598106000.0,1210193422.0,20.39743957
Asia Pacific,India,2012,1839796205000.0,1228127410.0,21.46851622
Asia Pacific,India,2013,1932098153000.0,1245961074.0,22.71540672
Asia Pacific,India,2014,2035536271000.0,1263622605.0,23.83397109
Asia Pacific,India,2015,2172030626999.9998,1281054781.0,24.87534428
Asia Pacific,India,2016,2312203421000.0,1298232657.0,25.90771642
Asia Pacific,India,2017,2467683014000.0,1315151615.0,26.875083
Asia Pacific,India,2018,2633482225000.0,1331829294.0,27.79663206
Asia Pacific,India,2019,2812701949000.0,1348269528.0,28.68187078
Asia Pacific,India,2020,3003927077000.0,1364465269.0,29.52252361
Asia Pacific,India,2021,3208204489000.0,1380402389.0,30.32477834
Asia Pacific,India,2022,3426359635000.0,1396066500.0,31.09088328
Asia Pacific,India,2023,3659352827000.0,1411451293.0,31.82088707
Asia Pacific,India,2024,3908188618000.0,1426552856.0,32.51736084
Asia Pacific,India,2025,4173945503000.0,1441366541.0,33.18177978
Asia Pacific,India,2026,4457773807000.0,1455883863.0,33.81538478
Asia Pacific,India,2027,4760902471000.0,1470096188.0,34.41977803
Asia Pacific,India,2028,5084643815000.0,1483998888.0,34.99626809
Asia Pacific,India,2029,5430399620000.0,1497588349.0,35.54611303
Asia Pacific,India,2030,5799666645000.0,1510859954.0,36.07057613
Asia Pacific,Indonesia,1977,138042398200.0,140688052.0,0.88
Asia Pacific,Indonesia,1978,148809705300.0,144026720.0,0.94
Asia Pacific,Indonesia,1979,158184716700.0,147403681.0,1.03
Asia Pacific,Indonesia,1980,173813366700.0,150820044.0,1.11
Asia Pacific,Indonesia,1981,187030135100.0,154275429.0,1.23
Asia Pacific,Indonesia,1982,191230832000.0,157758440.0,1.39
Asia Pacific,Indonesia,1983,199249140800.0,161245684.0,1.56
Asia Pacific,Indonesia,1984,213146768300.0,164706919.0,1.78
Asia Pacific,Indonesia,1985,218396573200.0,168119209.0,2.04
Asia Pacific,Indonesia,1986,231229555900.0,171472345.0,2.34
Asia Pacific,Indonesia,1987,242619923800.0,174767379.0,2.72
Asia Pacific,Indonesia,1988,256643355400.0,178006800.0,3.25
Asia Pacific,Indonesia,1989,275781250400.0,181197879.0,3.7
Asia Pacific,Indonesia,1990,295750570700.0,184345939.0,4.31
Asia Pacific,Indonesia,1991,316305235400.0,187451800.0,4.83
Asia Pacific,Indonesia,1992,336738553600.0,190512441.0,5.51
Asia Pacific,Indonesia,1993,363664168400.0,193525648.0,6.336312
Asia Pacific,Indonesia,1994,391084446600.0,196488446.0,7.2
Asia Pacific,Indonesia,1995,423231588200.0,199400339.0,8.38
Asia Pacific,Indonesia,1996,456319833700.0,202257039.0,9.74
Asia Pacific,Indonesia,1997,477766865900.0,205063468.0,11.3
Asia Pacific,Indonesia,1998,415050409400.0,207839287.0,12.76
Asia Pacific,Indonesia,1999,418333458200.0,210610776.0,14.1
Asia Pacific,Indonesia,2000,435899280100.0,213395411.0,15.3
Asia Pacific,Indonesia,2001,451781124100.0,216203499.0,16.64
Asia Pacific,Indonesia,2002,472108904600.0,219026365.0,17.9
Asia Pacific,Indonesia,2003,494677452900.0,221839235.0,19.1789
Asia Pacific,Indonesia,2004,519564052000.0,224606531.0,20.5279
Asia Pacific,Indonesia,2005,549140606100.0,227303175.0,21.9599
Asia Pacific,Indonesia,2006,579348566100.0,229918547.0,23.5019
Asia Pacific,Indonesia,2007,616108361500.0,232461746.0,25.2
Asia Pacific,Indonesia,2008,653159285400.0,234951154.0,27.5515
Asia Pacific,Indonesia,2009,683393403700.0,237414495.0,30.115
Asia Pacific,Indonesia,2010,725731877200.0,239870937.0,33.0101
Asia Pacific,Indonesia,2011,772592221500.0,242325638.0,36.2368
Asia Pacific,Indonesia,2012,820984852700.0,244769110.0,39.8
Asia Pacific,Indonesia,2013,868447827500.0,247188189.0,41.95222222
Asia Pacific,Indonesia,2014,913849338500.0,249563467.0,44.24507407
Asia Pacific,Indonesia,2015,965542663300.0,251880386.0,46.29847768
Asia Pacific,Indonesia,2016,1018836295000.0,254134578.0,47.96475401
Asia Pacific,Indonesia,2017,1074831960999.9999,256328783.0,49.50642883
Asia Pacific,Indonesia,2018,1133958526000.0,258464031.0,50.96791626
Asia Pacific,Indonesia,2019,1196323351000.0,260543542.0,52.26498253
Asia Pacific,Indonesia,2020,1262121915000.0,262569461.0,53.45949046
Asia Pacific,Indonesia,2021,1331538422000.0,264540463.99999997,54.55756313
Asia Pacific,Indonesia,2022,1404773085000.0,266454126.0,55.55468726
Asia Pacific,Indonesia,2023,1482035587000.0,268310369.0,56.46849413
Asia Pacific,Indonesia,2024,1563547541000.0,270109343.0,57.30432848
Asia Pacific,Indonesia,2025,1649542656000.0,271850858.0,58.06731886
Asia Pacific,Indonesia,2026,1740267485000.0,273534260.0,58.76527208
Asia Pacific,Indonesia,2027,1835982179000.0,275158333.0,59.40326596
Asia Pacific,Indonesia,2028,1936961199000.0,276721616.0,59.98630414
Asia Pacific,Indonesia,2029,2043494056000.0,278222357.0,60.51935561
Asia Pacific,Indonesia,2030,2155886234000.0002,279658936.0,61.00660103
Asia Pacific,Japan,1977,2164443659000.0,114165000.0,98.4
Asia Pacific,Japan,1978,2279159173000.0,115190000.0,99.4
Asia Pacific,Japan,1979,2404512927000.0,116155000.0,99.1
Asia Pacific,Japan,1980,2481000484000.0,117060000.0,99.1
Asia Pacific,Japan,1981,2584631874000.0,117902000.0,99.2
Asia Pacific,Japan,1982,2671914892000.0,118728000.0,99.5
Asia Pacific,Japan,1983,2753702207000.0,119536000.0,99.0
Asia Pacific,Japan,1984,2876627474000.0,120305000.0,98.7
Asia Pacific,Japan,1985,3058804291000.0,121049000.0,98.4
Asia Pacific,Japan,1986,3145399041000.0,121660000.0,98.4
Asia Pacific,Japan,1987,3274580580000.0,122239000.0,97.9
Asia Pacific,Japan,1988,3508614854000.0,122745000.0,98.3
Asia Pacific,Japan,1989,3697027471000.0,123205000.0,98.6
Asia Pacific,Japan,1990,3903025842000.0,123611000.0,98.2
Asia Pacific,Japan,1991,4032762421000.0,124101000.0,98.9
Asia Pacific,Japan,1992,4065790745000.0,124567000.0,98.1
Asia Pacific,Japan,1993,4072743247000.0,124938000.0,98.0
Asia Pacific,Japan,1994,4169985127000.0,125265000.0,97.9
Asia Pacific,Japan,1995,4248464247000.0005,125570000.0,97.8
Asia Pacific,Japan,1996,4360496250000.0,125859000.0,98.4
Asia Pacific,Japan,1997,4428694411000.0,126157000.0,98.7
Asia Pacific,Japan,1998,4337950462000.0005,126472000.0,98.1
Asia Pacific,Japan,1999,4329303308000.0,126667000.0,98.4
Asia Pacific,Japan,2000,4427037127000.0,126926000.0,98.0
Asia Pacific,Japan,2001,4442773549000.0,127316000.0,98.4
Asia Pacific,Japan,2002,4455637531000.0,127486000.0,98.4
Asia Pacific,Japan,2003,4530720001000.0,127694000.0,98.9
Asia Pacific,Japan,2004,4637678072000.0,127787000.0,98.4
Asia Pacific,Japan,2005,4698094410000.0,127767994.0,98.1
Asia Pacific,Japan,2006,4777628650000.0,127900515.0,98.211
Asia Pacific,Japan,2007,4882363168000.0,128032743.0,98.351
Asia Pacific,Japan,2008,4831506713000.0,128083960.0,98.52
Asia Pacific,Japan,2009,4564471405000.0,128031514.0,98.7
Asia Pacific,Japan,2010,4776816653000.0,128057352.0,98.790804
Asia Pacific,Japan,2011,4755190817000.0,127798704.0,98.83921149
Asia Pacific,Japan,2012,4824824963000.0,127573628.6,98.87378603
Asia Pacific,Japan,2013,4898461814000.0,127342547.1,98.90288034
Asia Pacific,Japan,2014,4961679316000.0,127062007.5,98.92772672
Asia Pacific,Japan,2015,5024320518000.0,126728454.0,98.94921684
Asia Pacific,Japan,2016,5080844124000.0,126342423.2,98.96799189
Asia Pacific,Japan,2017,5135910415000.0,125905775.6,98.98454278
Asia Pacific,Japan,2018,5197092872000.0,125421249.7,98.99926025
Asia Pacific,Japan,2019,5254967309000.0,124892141.2,99.01242483
Asia Pacific,Japan,2020,5317588902000.0,124322059.1,99.02428697
Asia Pacific,Japan,2021,5381498278000.0,123714604.39999999,99.03479679
Asia Pacific,Japan,2022,5446049914000.0,123073211.7,99.04414948
Asia Pacific,Japan,2023,5511409580000.0,122401152.4,99.05249441
Asia Pacific,Japan,2024,5577544593000.0,121701419.7,99.0599472
Asia Pacific,Japan,2025,5644475644000.0,120976577.8,99.06660033
Asia Pacific,Japan,2026,5712209225000.0,120228694.5,99.0725242
Asia Pacific,Japan,2027,5780755764000.0,119459339.9,99.07780603
Asia Pacific,Japan,2028,5850124819000.0,118669716.0,99.08251795
Asia Pacific,Japan,2029,5920326317000.0,117860818.3,99.08672125
Asia Pacific,Japan,2030,5991370233000.0,117033563.2,99.09046961
Asia Pacific,Kazakhstan,1977,0.0,14075200.0,46.66391591
Asia Pacific,Kazakhstan,1978,0.0,14238000.0,49.19874591
Asia Pacific,Kazakhstan,1979,0.0,14403300.0,51.964015
Asia Pacific,Kazakhstan,1980,0.0,14568500.0,53.92274727
Asia Pacific,Kazakhstan,1981,0.0,14745900.0,56.34235773
Asia Pacific,Kazakhstan,1982,0.0,14929000.0,58.53152909
Asia Pacific,Kazakhstan,1983,0.0,15113100.0,60.60548091
Asia Pacific,Kazakhstan,1984,0.0,15297000.0,62.21855455
Asia Pacific,Kazakhstan,1985,0.0,15430300.0,64.06206727
Asia Pacific,Kazakhstan,1986,0.0,15615100.0,65.79036045
Asia Pacific,Kazakhstan,1987,0.0,15816600.0,67.51865364
Asia Pacific,Kazakhstan,1988,0.0,16011700.0,69.13172727
Asia Pacific,Kazakhstan,1989,0.0,16245804.0,71.43611818
Asia Pacific,Kazakhstan,1990,121889442600.0,16297981.0,73.04919182
Asia Pacific,Kazakhstan,1991,108481604000.0,16358222.0,75.58402182
Asia Pacific,Kazakhstan,1992,102732078900.0,16451711.0,77.65797364
Asia Pacific,Kazakhstan,1993,93280727680.0,16426478.0,79.38626682
Asia Pacific,Kazakhstan,1994,81546012140.0,16334865.0,81.11456
Asia Pacific,Kazakhstan,1995,74859239140.0,15956667.0,82.4
Asia Pacific,Kazakhstan,1996,75233535340.0,15675819.0,82.07
Asia Pacific,Kazakhstan,1997,76512505440.0,15480635.0,81.24
Asia Pacific,Kazakhstan,1998,75058767830.0,15188174.0,80.18
Asia Pacific,Kazakhstan,1999,77085354570.0,14955106.0,79.2
Asia Pacific,Kazakhstan,2000,84639719310.0,14901641.0,80.0
Asia Pacific,Kazakhstan,2001,96066081420.0,14890610.0,81.01
Asia Pacific,Kazakhstan,2002,105480557400.0,14901059.0,81.81
Asia Pacific,Kazakhstan,2003,115290249200.0,14941837.0,82.96
Asia Pacific,Kazakhstan,2004,126358113200.0,15051200.0,84.27
Asia Pacific,Kazakhstan,2005,138614850100.0,15199767.0,86.0
Asia Pacific,Kazakhstan,2006,153444723500.0,15369291.0,89.51662808
Asia Pacific,Kazakhstan,2007,167166145600.0,15571878.0,92.52
Asia Pacific,Kazakhstan,2008,172712054400.0,15771506.0,94.25
Asia Pacific,Kazakhstan,2009,174790172300.0,15982343.0,95.3
Asia Pacific,Kazakhstan,2010,187541927700.0,16204617.0,95.94
Asia Pacific,Kazakhstan,2011,201542745300.0,16441958.999999998,96.33
Asia Pacific,Kazakhstan,2012,211827420400.0,16675392.0,96.55
Asia Pacific,Kazakhstan,2013,224414825600.0,16904047.709999997,96.71
Asia Pacific,Kazakhstan,2014,236904859300.0,17124028.139999997,96.84
Asia Pacific,Kazakhstan,2015,251363708700.0,17336485.1,96.94
Asia Pacific,Kazakhstan,2016,266417068099.99997,17544006.23,97.0
Asia Pacific,Kazakhstan,2017,280868094700.0,17749389.43,97.05
Asia Pacific,Kazakhstan,2018,295948161800.0,17953244.35,97.09
Asia Pacific,Kazakhstan,2019,310829255900.0,18154079.509999998,97.12
Asia Pacific,Kazakhstan,2020,326352524300.0,18350459.7,97.15
Asia Pacific,Kazakhstan,2021,342675030300.0,18541532.35,97.1794
Asia Pacific,Kazakhstan,2022,359807473600.0,18726405.599999998,97.204516
Asia Pacific,Kazakhstan,2023,377798196300.0,18904762.610000003,97.22614824
Asia Pacific,Kazakhstan,2024,396688013600.0,19076864.3,97.24520899
Asia Pacific,Kazakhstan,2025,416522439000.0,19243252.05,97.26273825
Asia Pacific,Kazakhstan,2026,437348552600.0,19404578.05,97.27852161
Asia Pacific,Kazakhstan,2027,459215979200.0,19561664.32,97.29239863
Asia Pacific,Kazakhstan,2028,482176777000.0,19715167.23,97.3047022
Asia Pacific,Kazakhstan,2029,506285614600.0,19865677.189999998,97.31569976
Asia Pacific,Kazakhstan,2030,531599897900.0,20014564.17,97.32556846
Asia Pacific,Malaysia,1977,38645600870.0,12901055.0,23.0
Asia Pacific,Malaysia,1978,41234856120.0,13200219.0,24.0
Asia Pacific,Malaysia,1979,45069697740.0,13518260.0,25.5
Asia Pacific,Malaysia,1980,48424686040.0,13879252.0,27.0
Asia Pacific,Malaysia,1981,51786327750.0,14256922.0,28.5
Asia Pacific,Malaysia,1982,54862953480.0,14651050.0,30.0
Asia Pacific,Malaysia,1983,58291888070.0,15048201.0,32.0
Asia Pacific,Malaysia,1984,62816504430.0,15450357.0,34.0
Asia Pacific,Malaysia,1985,62266231850.0,15882707.0,36.8
Asia Pacific,Malaysia,1986,62984161500.0,16329415.0,40.0
Asia Pacific,Malaysia,1987,66378377960.0,16773487.000000002,44.0
Asia Pacific,Malaysia,1988,72975061170.0,17219090.0,48.5
Asia Pacific,Malaysia,1989,79586601710.0,17662055.0,52.5
Asia Pacific,Malaysia,1990,86754966920.0,18102379.0,56.0
Asia Pacific,Malaysia,1991,95037463610.0,18547200.0,59.0
Asia Pacific,Malaysia,1992,103482492600.0,19067479.0,61.5
Asia Pacific,Malaysia,1993,113723120100.0,19601507.0,64.0
Asia Pacific,Malaysia,1994,124198156700.0,20141726.0,66.0
Asia Pacific,Malaysia,1995,136406835499.99998,20681815.0,68.0
